,brand,model_name,bodyType,color,engineDisplacement,enginePower,fuelType,mileage,productionDate,vehicleTransmission,owners,pts,wd,wheel,state,tax,customs,price
2822,Ford,Ford Fusion I Рестайлинг,хэтчбек 5 дв.,чёрный,1.6,101,Бензин,243000,2008,механическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,2525,Растаможен,400000₽
2823,Kia,Kia Cerato IV,седан,белый,2.0,150,Бензин,34151,2020,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,5250,1 год и 7 месяцев,1850000₽
2824,Volkswagen,Volkswagen Polo VI,Лифтбек,Чёрный,1.6,110,бензин,,,Передний,,,Чёрный,,,Автоматическая,,от 1019000₽
2825,Mercedes-Benz,Mercedes-Benz GLK-Класс 220 CDI I (X204),внедорожник 5 дв.,серебристый,2.1,170,Дизель,158000,2012,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,7650,Растаможен,1749000₽
2826,Mercedes-Benz,Mercedes-Benz GLK-Класс 220 CDI I (X204),внедорожник 5 дв.,синий,2.1,170,Дизель,123500,2012,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,7650,9 лет и 6 месяцев,1239000₽
2827,Volkswagen,Volkswagen Polo VI,Лифтбек,Белый,1.6,110,бензин,,,Передний,,,Белый,,,Механическая,,от 839400₽
2828,Infiniti,Infiniti QX50 I,внедорожник 5 дв.,чёрный,2.5,222,Бензин,140487,2014,автоматическая,3 или более,Дубликат,полный,Левый,Не требует ремонта,14430,Растаможен,1749000₽
2829,Volkswagen,Volkswagen Polo VI,лифтбек,чёрный,1.6,110,Бензин,13516,2021,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2750,Растаможен,1398000₽
2830,Kia,Kia Cerato I Рестайлинг,седан,красный,1.6,122,Бензин,185000,2008,механическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,3050,1 год и 9 месяцев,380000₽
2831,Volkswagen,Volkswagen Polo VI,Лифтбек,Синий,1.6,110,бензин,,,Автоматическая,,,Передний,,,2750,,от 1155000₽
2832,Daewoo,Daewoo Nexia I,седан,коричневый,1.5,75,Бензин,62632,2001,механическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,900₽,16 лет и 4 месяца,249000₽
2833,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серебристый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1665900₽
2834,Renault,Renault Duster I,внедорожник 5 дв.,чёрный,2.0,135,Бензин,135000,2012,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,4725,Растаможен,650000₽
2835,Suzuki,Suzuki Alto VIII (HA36),хэтчбек 5 дв.,серебристый,0.7,52,Бензин,71000,2017,вариатор,1 владелец,Оригинал,передний,Правый,Не требует ремонта,624₽,2 месяца,530000₽
2836,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серый,1.4,100,бензин,,,Автоматическая,,,Передний,,,1000,,1440900₽
2837,Mercedes-Benz,Mercedes-Benz V-Класс L 250 d длинный II,минивэн,чёрный,2.1,190,Дизель,62000,2015,автоматическая,3 или более,Дубликат,полный,Левый,Не требует ремонта,9500,3 года,7500000₽
2838,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1525900₽
2839,Great,Great Wall Safe,внедорожник 5 дв.,чёрный,2.2,105,Бензин,80000,2008,полный,Оригинал,Растаможен,Левый,Не требует ремонта,1 владелец,механическая,X9X**************,399000₽
2840,Mazda,Mazda CX-5 II,внедорожник 5 дв.,белый,2.5,194,Бензин,131045,2019,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,9700,Растаможен,2370000₽
2841,Nissan,Nissan Pathfinder III,внедорожник 5 дв.,чёрный,2.5,174,Дизель,208256,2006,механическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,7830,Растаможен,830000₽
2842,Audi,Audi Q7 I (4L),внедорожник 5 дв.,чёрный,3.6,280,Бензин,235000,2008,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,42000,4 месяца,1499000₽
2843,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Синий,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1695900₽
2844,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Оранжевый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1755900₽
2845,Citroen,Citroen C5 I Рестайлинг,лифтбек,серый,2.0,140,Бензин,137000,2005,передний,Оригинал,Растаможен,Левый,Не требует ремонта,2 владельца,механическая,VF7**************,
2846,Hyundai,Hyundai Solaris I,хэтчбек 5 дв.,серебристый,1.6,123,Бензин,104000,2012,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,3075,4 года и 7 месяцев,599000₽
2847,Skoda,Skoda Octavia DSG7 II (A5) Рестайлинг,лифтбек,белый,1.8,152,Бензин,230000,2010,передний,Оригинал,10 месяцев,Левый,Не требует ремонта,3 или более,роботизированная,Растаможен,650000₽
2848,MINI,MINI Hatch JCW John Cooper Works III (F55/F56) Рестайлинг,хэтчбек 3 дв.,чёрный,2.0,231,Бензин,10850,2020,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,17325,1 год и 5 месяцев,3090000₽
2849,LADA,LADA (ВАЗ) 2110,седан,чёрный,1.5,90,Бензин,165000,2002,механическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,1080,Растаможен,125000₽
2850,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1519900₽
2851,Jaguar,Jaguar S-Type I,седан,серебристый,4.0,276,Бензин,217000,2000,задний,Дубликат,Растаможен,Левый,Не требует ремонта,3 или более,автоматическая,SAJ**************,500000₽
2852,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Синий,1.6,123,бензин,,,Механическая,,,Передний,,,4182,,1545900₽
2853,Toyota,Toyota Land Cruiser 100 Series Рестайлинг 1,внедорожник 5 дв.,серебристый,4.7,235,Бензин,290000,2002,автоматическая,3 или более,Дубликат,полный,Левый,Не требует ремонта,17625,Растаможен,1250000₽
2854,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Синий,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1525900₽
2855,Volkswagen,Volkswagen Passat B6,универсал 5 дв.,серый,2.0,140,Дизель,280000,2006,роботизированная,3 или более,Дубликат,передний,Левый,Не требует ремонта,4900,Растаможен,510000₽
2856,Infiniti,Infiniti QX80 I,внедорожник 5 дв.,чёрный,5.6,405,Бензин,152500,2014,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,60750,4 года,2499000₽
2857,Kia,Kia Stinger I,лифтбек,серый,2.0,247,Бензин,53447,2018,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,18525,Растаможен,2500000₽
2858,Mazda,Mazda CX-9 I,внедорожник 5 дв.,красный,3.7,277,Бензин,137000,2008,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,41550,12 лет и 2 месяца,1090000₽
2859,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Синий,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1585900₽
2860,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Синий,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1525900₽
2861,Citroen,Citroen C4 I Рестайлинг,хэтчбек 5 дв.,красный,1.6,120,Бензин,157000,2011,механическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,3000,Растаможен,348000₽
2862,Ford,Ford Escape I,внедорожник 5 дв.,синий,3.0,203,Бензин,190000,2002,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,13195,Растаможен,485000₽
2863,Volkswagen,Volkswagen Multivan T5 Рестайлинг,минивэн,чёрный,2.0,180,Дизель,149900,2011,роботизированная,3 или более,Оригинал,полный,Левый,Не требует ремонта,9000,10 лет и 3 месяца,2050000₽
2864,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Красный,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1755900₽
2865,Skoda,Skoda Yeti I Рестайлинг,внедорожник 5 дв.,коричневый,1.4,122,Бензин,56000,2014,роботизированная,3 или более,Оригинал,передний,Левый,Не требует ремонта,3050,3 года и 9 месяцев,840000₽
2866,Kia,Kia Sportage III,внедорожник 5 дв.,чёрный,2.0,150,Бензин,77000,2012,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,5250,Растаможен,939000₽
2867,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Синий,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1755900₽
2868,Hyundai,Hyundai Elantra IV (HD),седан,голубой,1.6,122,Бензин,157000,2010,механическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,3050,Растаможен,515000₽
2869,Lexus,Lexus NX 200 I Рестайлинг,внедорожник 5 дв.,синий,2.0,150,Бензин,4750,2019,вариатор,1 владелец,Оригинал,полный,Левый,Не требует ремонта,5250,Растаможен,3498500₽
2870,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Коричневый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1465900₽
2871,Kia,Kia Optima IV,седан,белый,2.4,188,Бензин,100552,2016,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,9400,Растаможен,1617000₽
2872,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Бежевый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1525900₽
2873,Kia,Kia Rio IV Рестайлинг,седан,синий,1.6,123,Бензин,4139,2021,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,3075,Растаможен,1545000₽
2874,BMW,BMW X6 50i I (E71) Рестайлинг,внедорожник 5 дв.,чёрный,4.4,407,Бензин,155700,2012,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,61050,Растаможен,1977000₽
2875,Hyundai,Hyundai Solaris II,седан,серебристый,1.6,123,Бензин,12542,2018,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,3075,Растаможен,1238000₽
2876,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1549900₽
2877,Mercedes-Benz,Mercedes-Benz V-Класс XL 300 d экстра длинный II,минивэн,чёрный,2.0,237,Дизель,1км,2022,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,17775,1 месяц,42000000₽
2878,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Коричневый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1726900₽
2879,Audi,Audi A5 I (8T) Рестайлинг,лифтбек,синий,2.0,230,Бензин,29000,2016,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,17250,5 лет и 2 месяца,2700000₽
2880,Hyundai,Hyundai Sonata VIII (DN8),седан,белый,2.5,180,Бензин,38313,2020,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,9000,Растаможен,2190000₽
2881,Cadillac,Cadillac Escalade IV,внедорожник 5 дв.,чёрный,6.2,409,Бензин,130282,2015,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,61350,Растаможен,3773000₽
2882,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1585900₽
2883,Porsche,Porsche Cayenne Diesel II Рестайлинг (958),внедорожник 5 дв.,чёрный,3.0,245,Дизель,120000,2014,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,18375,7 лет и 4 месяца,3995000₽
2884,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Механическая,,,Передний,,,4182,,1419900₽
2885,Citroen,Citroen C4 II,седан,серебристый,1.6,115,Бензин,179000,2013,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2875,Растаможен,599000₽
2886,Volkswagen,Volkswagen Jetta VI Рестайлинг,седан,белый,1.6,110,Бензин,87726,2016,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2750,Растаможен,1249000₽
2887,Hyundai,Hyundai Santa Fe IV,внедорожник 5 дв.,чёрный,2.2,200,Дизель,80022,2019,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,10000,Растаможен,2695000₽
2888,Mitsubishi,Mitsubishi Galant VIII Рестайлинг,седан,золотистый,2.4,150,Бензин,137279,2002,автоматическая,3 или более,Дубликат,передний,Левый,Не требует ремонта,5250,Растаможен,164000₽
2889,Chevrolet,Chevrolet Cruze I,хэтчбек 5 дв.,чёрный,1.6,109,Бензин,37000,2012,передний,Оригинал,Растаможен,Левый,Не требует ремонта,1 владелец,автоматическая,XUF**************,
2890,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Красный,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1695900₽
2891,Nissan,Nissan Juke I,внедорожник 5 дв.,белый,1.6,190,Бензин,191233,2011,вариатор,3 или более,Оригинал,полный,Левый,Не требует ремонта,9500,Растаможен,949000₽
2892,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1579900₽
2893,Volkswagen,Volkswagen Touareg II,внедорожник 5 дв.,синий,3.0,240,Дизель,140551,2011,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,18000,Растаможен,1595000₽
2894,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серебристый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1465900₽
2895,Hyundai,Hyundai Creta I,внедорожник 5 дв.,белый,1.6,123,Бензин,83718,2018,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,3075,Растаможен,1250000₽
2896,BMW,BMW 3 серии 320i xDrive VI (F3x),седан,синий,2.0,184,Бензин,105223,2015,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,9200,Растаможен,1495000₽
2897,Mercedes-Benz,Mercedes-Benz GLK-Класс 300 I (X204) Рестайлинг,внедорожник 5 дв.,чёрный,3.5,249,Бензин,160132,2012,полный,Оригинал,Растаможен,Левый,Не требует ремонта,3 или более,автоматическая,Рассмотрю варианты,1447777₽
2898,Audi,Audi Q3 I (8U) Рестайлинг,внедорожник 5 дв.,белый,2.0,180,Бензин,61000,2016,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,9000,5 лет и 5 месяцев,2250000₽
2899,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Красный,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1525900₽
2900,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Красный,1.4,100,бензин,,,Автоматическая,,,Передний,,,1000,,1440900₽
2901,Infiniti,Infiniti EX EX35 I (J50),внедорожник 5 дв.,бежевый,3.5,302,Бензин,140000,2008,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,45300,Растаможен,879000₽
2902,BMW,BMW 3 серии 320i VI (F3x),седан,синий,2.0,184,Бензин,90712,2013,автоматическая,2 владельца,Оригинал,задний,Левый,Не требует ремонта,9200,Растаможен,1325000₽
2903,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1525900₽
2904,Porsche,Porsche Panamera 4 II Рестайлинг,хэтчбек 5 дв.,красный,2.9,330,Бензин,363км,2021,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,49500,Растаможен,11700000₽
2905,Toyota,Toyota Land Cruiser Prado 150 Series Рестайлинг 2,внедорожник 5 дв.,чёрный,2.8,177,Дизель,44000,2018,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,8850,3 года и 3 месяца,4850000₽
2906,Haval,Haval Jolion I,внедорожник 5 дв.,серый,1.5,150,Бензин,6368,2021,роботизированная,1 владелец,Оригинал,полный,Левый,Не требует ремонта,5250,Растаможен,1900000₽
2907,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Коричневый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1585900₽
2908,Nissan,Nissan Qashqai II Рестайлинг,внедорожник 5 дв.,белый,2.0,144,Бензин,17975,2020,вариатор,1 владелец,Оригинал,передний,Левый,Не требует ремонта,5040,Растаможен,1915000₽
2909,Volkswagen,Volkswagen Polo V Рестайлинг,седан,белый,1.6,90,"Бензин,газобаллонноеоборудование",220000,2017,передний,Оригинал,Растаможен,Левый,Не требует ремонта,1 владелец,механическая,XW8**************,
2910,Nissan,Nissan Leaf I (ZE0/AZE0),хэтчбек 5 дв.,белый,109.с.,80,Электро,90000,2015,автоматическая,1 владелец,Оригинал,передний,Правый,Не требует ремонта,0₽,Растаможен,1050000₽
2911,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Бежевый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1525900₽
2912,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1525900₽
2913,Subaru,Subaru Forester V,внедорожник 5 дв.,белый,2.5,185,Бензин,25000,2021,вариатор,1 владелец,Оригинал,полный,Левый,Не требует ремонта,9250,11 месяцев,3300000₽
2914,Subaru,Subaru Outback IV Рестайлинг,универсал 5 дв.,серый,2.5,167,Бензин,199065,2012,вариатор,1 владелец,Оригинал,полный,Левый,Не требует ремонта,7515,Растаможен,1324000₽
2915,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Красный,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1465900₽
2916,Mitsubishi,Mitsubishi Space Wagon III,компактвэн,серебристый,2.4,150,Бензин,232000,2003,передний,Оригинал,Растаможен,Левый,Не требует ремонта,3 или более,автоматическая,JMB**************,320000₽
2917,Nissan,Nissan Qashqai II,внедорожник 5 дв.,серебристый,2.0,144,Бензин,75000,2014,вариатор,2 владельца,Оригинал,полный,Левый,Не требует ремонта,5040,Растаможен,1397000₽
2918,Kia,Kia Sorento I,внедорожник 5 дв.,чёрный,2.4,139,Бензин,198452,2004,полный,Оригинал,Растаможен,Левый,Не требует ремонта,3 или более,механическая,Рассмотрю варианты,499000₽
2919,,,,,,109,,,,,,,,,,,,
2920,Hyundai,Hyundai Solaris I,седан,белый,1.6,123,Бензин,202000,2013,передний,Оригинал,4 года и 8 месяцев,Левый,Не требует ремонта,3 или более,механическая,Растаможен,
2921,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Механическая,,,Передний,,,4182,,1539900₽
2922,Land,Land Rover Range Rover Velar I,внедорожник 5 дв.,серый,2.0,240,Дизель,123029,2017,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,18000,Растаможен,4130000₽
2923,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Синий,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1465900₽
2924,Mercedes-Benz,Mercedes-Benz C-Класс 200 II (W203),седан,бежевый,2.0,163,Бензин,199999,2001,автоматическая,3 или более,Оригинал,задний,Левый,Не требует ремонта,7335,Растаможен,285000₽
2925,Jeep,Jeep Grand Cherokee IV (WK2) Рестайлинг,внедорожник 5 дв.,серый,3.0,238,Бензин,67719,2018,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,17850,Растаможен,3649000₽
2926,BMW,BMW 6 серии Gran Turismo 620d xDrive IV (G32),лифтбек,белый,2.0,190,Дизель,52500,2019,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,9500,2 года и 7 месяцев,4700000₽
2927,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Бежевый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1755900₽
2928,Chevrolet,Chevrolet Lanos I,седан,серебристый,1.5,86,Бензин,182000,2008,механическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,1032,Растаможен,145000₽
2929,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Синий,1.6,123,бензин,,,Механическая,,,Передний,,,4182,,1485900₽
2930,Hyundai,Hyundai ix35 I Рестайлинг,внедорожник 5 дв.,коричневый,2.0,150,Бензин,184394,2014,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,5250,Растаможен,1020000₽
2931,Nissan,Nissan X-Trail I Рестайлинг,внедорожник 5 дв.,серый,2.5,165,Бензин,360000,2006,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,7425,6 лет и 3 месяца,565000₽
2932,Opel,Opel Omega B Рестайлинг,универсал 5 дв.,чёрный,2.5,150,Дизель,231000,2003,автоматическая,3 или более,Оригинал,задний,Левый,Не требует ремонта,5250,Растаможен,370000₽
2933,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Механическая,,,Передний,,,4182,,1545900₽
2934,Ford,Ford Explorer IV,внедорожник 5 дв.,чёрный,4.6,295,Бензин,238293,2007,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,44250,Растаможен,697000₽
2935,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Коричневый,1.4,100,бензин,,,Автоматическая,,,Передний,,,1000,,1440900₽
2936,Lexus,Lexus ES 200 VI Рестайлинг,седан,белый,2.0,150,Бензин,124249,2015,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,5250,Растаможен,1797000₽
2937,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серебристый,1.4,100,бензин,,,Автоматическая,,,Передний,,,1000,,1440900₽
2938,Iran,Iran Khodro Samand,седан,синий,1.8,100,Бензин,57000,2006,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,1200,Растаможен,330000₽
2939,Hyundai,Hyundai Getz I Рестайлинг,хэтчбек 5 дв.,серый,1.4,97,Бензин,113934,2008,автоматическая,3 или более,Оригинал,передний,Левый,Не требует ремонта,1164,Растаможен,410000₽
2940,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Механическая,,,Передний,,,4182,,1485900₽
2941,Toyota,Toyota RAV4 V (XA50),внедорожник 5 дв.,чёрный,2.5,199,Бензин,35200,2020,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,9950,Растаможен,3052000₽
2942,Toyota,Toyota Land Cruiser 200 Series,внедорожник 5 дв.,чёрный,4.7,288,Бензин,100000,2008,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,43200,Растаможен,2900000₽
2943,Toyota,Toyota Camry VII (XV50) Рестайлинг 2,седан,белый,2.5,181,Бензин,215000,2017,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,9050,Растаможен,1487000₽
2944,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Синий,1.6,123,бензин,,,Механическая,,,Передний,,,4182,,1545900₽
2945,Nissan,Nissan X-Trail III,внедорожник 5 дв.,чёрный,2.5,171,Бензин,113500,2017,вариатор,2 владельца,Оригинал,полный,Левый,Не требует ремонта,7695,Растаможен,1638000₽
2946,Hyundai,Hyundai Creta I Рестайлинг,внедорожник 5 дв.,серый,1.6,123,Бензин,2350,2021,автоматическая,2 владельца,Оригинал,передний,Левый,Не требует ремонта,3075,1 год,1480000₽
2947,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Механическая,,,Передний,,,4182,,1420900₽
2948,BMW,BMW 5 серии 528i xDrive VI (F10/F11/F07),седан,чёрный,2.0,245,Бензин,142000,2012,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,18375,Растаможен,1245000₽
2949,Toyota,Toyota Camry VIII (XV70),седан,синий,2.5,181,Бензин,55000,2019,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,9050,Растаможен,2450000₽
2950,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1695900₽
2951,Skoda,Skoda Rapid I Рестайлинг,лифтбек,белый,1.6,110,Бензин,49646,2018,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,2750,Растаможен,1070000₽
2952,Mitsubishi,Mitsubishi Outlander III,внедорожник 5 дв.,чёрный,3.0,230,Бензин,83589,2014,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,17250,Растаможен,1482000₽
2953,Hyundai,Hyundai Grand Starex I Рестайлинг 2,минивэн,серебристый,2.5,175,Дизель,49000,2018,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,7875,6 месяцев,2750000₽
2954,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Коричневый,1.6,123,бензин,,,Автоматическая,,,Передний,,,4182,,1755900₽
2955,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Белый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1166171₽
2956,Kia,Kia Ceed II,хэтчбек 5 дв.,белый,1.6,129,Бензин,126540,2012,механическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,4515,Растаможен,753000₽
2957,Toyota,Toyota RAV4 IV (CA40),внедорожник 5 дв.,чёрный,2.0,146,Бензин,108000,2013,вариатор,1 владелец,Дубликат,полный,Левый,Не требует ремонта,5110,Растаможен,1550000₽
2958,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Серый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1170598₽
2959,Toyota,Toyota RAV4 IV (CA40),внедорожник 5 дв.,белый,2.5,179,Бензин,115985,2013,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,8950,Растаможен,1770000₽
2960,Land,Land Rover Discovery IV,внедорожник 5 дв.,коричневый,3.0,245,Дизель,161415,2012,автоматическая,2 владельца,Оригинал,полный,Левый,Не требует ремонта,18375,Растаможен,1445000₽
2961,Mercedes-Benz,"Mercedes-Benz E-Класс 220 d V (W213, S213, C238) Рестайлинг",седан,чёрный,2.0,194,Дизель,43748,2021,автоматическая,1 владелец,Оригинал,полный,Левый,Не требует ремонта,9700,Растаможен,4697000₽
2962,,,,,,143,,,,,,,,,,,,
2963,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Бежевый,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1221780₽
2964,Kia,Kia Optima IV Рестайлинг,седан,белый,2.0,245,Бензин,71620,2018,автоматическая,1 владелец,Оригинал,передний,Левый,Не требует ремонта,18375,Растаможен,2197000₽
2965,Nissan,Nissan X-Trail III,внедорожник 5 дв.,серый,2.5,171,Бензин,74000,2018,вариатор,2 владельца,Оригинал,полный,Левый,Не требует ремонта,7695,Растаможен,1849807₽
2966,Kia,Kia Rio X IV Рестайлинг,Хэтчбек 5 дв.,Чёрный,1.6,123,бензин,,,Автоматическая,,,Передний,,,3075,,от 1288191₽
2967,Porsche,Porsche Cayenne I Рестайлинг (957),внедорожник 5 дв.,чёрный,3.6,290,Бензин,190500,2008,автоматическая,3 или более,Оригинал,полный,Левый,Не требует ремонта,43500,Растаможен,1150000₽
